ExperimentID,ImageName,ImageID,FeatureID,Feature_TypeID,Feature_left,Feature_top,Feature_right,Feature_bottom
19, 000000197368.jpg, 7169, 2, 2, 128, 234, 415, 416
19, 000000580753.jpg, 7170, 1, 0, 154, 58, 256, 160
19, 000000580753.jpg, 7170, 2, 1, 83, 182, 140, 220
19, 000000580753.jpg, 7170, 3, 1, 229, 162, 264, 203
19, 000000564491.jpg, 7171, 1, 2, 315, 251, 364, 341
19, 000000564491.jpg, 7171, 2, 2, 245, 316, 327, 416
19, 000000564491.jpg, 7171, 3, 2, 368, 213, 400, 260
19, 000000564491.jpg, 7171, 4, 2, 278, 225, 324, 257
19, 000000211370.jpg, 7172, 1, 2, 74, 214, 117, 279
19, 000000211370.jpg, 7172, 2, 2, 150, 205, 217, 305
19, 000000572756.jpg, 7173, 1, 0, 166, 117, 200, 151
19, 000000572756.jpg, 7173, 2, 2, 126, 187, 238, 294
19, 000000056724.jpg, 7175, 1, 0, 117, 51, 141, 75
19, 000000056724.jpg, 7175, 2, 0, 288, 241, 347, 300
19, 000000056724.jpg, 7175, 3, 1, 336, 249, 363, 314
19, 000000056724.jpg, 7175, 4, 1, 253, 380, 282, 413
19, 000000056724.jpg, 7175, 5, 2, 248, 324, 400, 416
19, 000000056724.jpg, 7175, 6, 2, 147, 138, 181, 172
19, 000000056724.jpg, 7175, 7, 2, 401, 228, 415, 267
19, 000000056724.jpg, 7175, 8, 2, 393, 217, 412, 245
19, 000000056724.jpg, 7175, 9, 2, 82, 187, 157, 329
19, 000000056724.jpg, 7175, 10, 2, 353, 208, 371, 233
19, 000000151330.jpg, 7176, 1, 0, 105, 170, 125, 190
19, 000000151330.jpg, 7176, 2, 0, 173, 172, 193, 192
19, 000000110514.jpg, 7177, 1, 0, 139, 53, 261, 175
19, 000000110514.jpg, 7177, 2, 1, 226, 291, 312, 390
19, 000000110514.jpg, 7177, 3, 1, 21, 202, 99, 306
19, 000000110514.jpg, 7177, 4, 2, 340, 161, 416, 240
19, 000000110514.jpg, 7177, 5, 2, 0, 123, 314, 282
19, 000000389458.jpg, 7178, 1, 0, 172, 47, 383, 258
19, 000000073491.jpg, 7179, 1, 0, 81, 36, 101, 56
19, 000000073491.jpg, 7179, 2, 0, 195, 42, 215, 62
19, 000000073491.jpg, 7179, 3, 0, 233, 34, 253, 54
19, 000000073491.jpg, 7179, 4, 0, 315, 48, 335, 68
19, 000000073491.jpg, 7179, 5, 1, 223, 179, 230, 201
19, 000000073491.jpg, 7179, 6, 2, 58, 166, 126, 305
19, 000000073491.jpg, 7179, 7, 2, 275, 171, 369, 306
19, 000000073491.jpg, 7179, 8, 2, 35, 200, 265, 397
19, 000000449158.jpg, 7180, 1, 0, 50, 63, 91, 104
19, 000000449158.jpg, 7180, 2, 1, 12, 288, 43, 314
19, 000000449158.jpg, 7180, 3, 2, 239, 301, 338, 416
19, 000000449158.jpg, 7180, 4, 2, 300, 288, 391, 406
19, 000000449158.jpg, 7180, 5, 2, 0, 259, 87, 416
19, 000000362314.jpg, 7181, 1, 2, 294, 86, 384, 229
19, 000000362314.jpg, 7181, 2, 2, 129, 152, 136, 161
19, 000000240775.jpg, 7182, 1, 2, 82, 270, 99, 305
19, 000000191592.jpg, 7183, 1, 0, 336, 162, 377, 203
19, 000000191592.jpg, 7183, 2, 0, 204, 195, 232, 223
19, 000000191592.jpg, 7183, 3, 0, 41, 141, 112, 212
19, 000000191592.jpg, 7183, 4, 1, 77, 255, 140, 299
19, 000000191592.jpg, 7183, 5, 2, 316, 216, 416, 300
19, 000000191592.jpg, 7183, 6, 2, 178, 229, 265, 282
19, 000000170962.jpg, 7184, 1, 0, 324, 132, 373, 181
19, 000000170962.jpg, 7184, 2, 0, 11, 147, 60, 196
19, 000000170962.jpg, 7184, 3, 0, 263, 82, 297, 116
19, 000000170962.jpg, 7184, 4, 0, 121, 103, 149, 131
19, 000000170962.jpg, 7184, 5, 0, 239, 83, 263, 106
19, 000000170962.jpg, 7184, 6, 0, 285, 33, 313, 62
19, 000000170962.jpg, 7184, 7, 0, 87, 125, 128, 166
19, 000000170962.jpg, 7184, 8, 0, 297, 117, 331, 151
19, 000000170962.jpg, 7184, 9, 0, 153, 92, 173, 112
19, 000000170962.jpg, 7184, 10, 0, 369, 233, 410, 274
19, 000000170962.jpg, 7184, 11, 1, 157, 188, 172, 203
19, 000000170962.jpg, 7184, 12, 2, 290, 224, 399, 345
19, 000000170962.jpg, 7184, 13, 2, 235, 138, 282, 209
19, 000000170962.jpg, 7184, 14, 2, 57, 204, 175, 306
19, 000000170962.jpg, 7184, 15, 2, 114, 154, 180, 232
19, 000000170962.jpg, 7184, 16, 2, 0, 274, 145, 415
19, 000000465824.jpg, 7185, 1, 2, 18, 119, 78, 221
19, 000000465824.jpg, 7185, 2, 2, 0, 140, 33, 224
19, 000000465824.jpg, 7185, 3, 2, 152, 197, 254, 323
19, 000000489452.jpg, 7186, 1, 2, 343, 271, 369, 315
19, 000000489452.jpg, 7186, 2, 2, 297, 267, 322, 315
19, 000000489452.jpg, 7186, 3, 2, 249, 276, 302, 376
19, 000000489452.jpg, 7186, 4, 2, 56, 260, 164, 416
19, 000000489452.jpg, 7186, 5, 2, 140, 283, 183, 377
19, 000000075768.jpg, 7187, 1, 1, 353, 388, 379, 415
19, 000000381789.jpg, 7188, 1, 2, 270, 206, 347, 299
19, 000000482665.jpg, 7189, 1, 0, 277, 91, 348, 162
19, 000000482665.jpg, 7189, 2, 0, 37, 110, 96, 169
19, 000000482665.jpg, 7189, 3, 1, 73, 230, 104, 263
19, 000000482665.jpg, 7189, 4, 1, 199, 324, 266, 383
19, 000000482665.jpg, 7189, 5, 2, 0, 163, 148, 268
19, 000000482665.jpg, 7189, 6, 2, 138, 103, 169, 152
19, 000000482665.jpg, 7189, 7, 2, 186, 239, 383, 416
19, 000000482665.jpg, 7189, 8, 2, 95, 82, 138, 147
19, 000000482665.jpg, 7189, 9, 2, 0, 85, 61, 222
19, 000000283267.jpg, 7190, 1, 2, 214, 361, 252, 405
19, 000000283267.jpg, 7190, 2, 2, 141, 366, 171, 405
19, 000000283267.jpg, 7190, 3, 2, 163, 363, 208, 406
19, 000000283267.jpg, 7190, 4, 2, 107, 312, 113, 318
19, 000000512190.jpg, 7191, 1, 2, 1, 227, 318, 416
19, 000000169095.jpg, 7193, 1, 0, 258, 105, 343, 190
19, 000000169095.jpg, 7193, 2, 2, 168, 152, 247, 202
19, 000000169095.jpg, 7193, 3, 2, 20, 173, 55, 193
19, 000000169095.jpg, 7193, 4, 2, 76, 185, 116, 212
19, 000000042804.jpg, 7194, 1, 0, 225, 158, 259, 192
19, 000000042804.jpg, 7194, 2, 0, 90, 79, 124, 113
19, 000000042804.jpg, 7194, 3, 2, 163, 247, 278, 368
19, 000000042804.jpg, 7194, 4, 2, 11, 46, 38, 72
19, 000000042804.jpg, 7194, 5, 2, 41, 44, 81, 77
19, 000000042804.jpg, 7194, 6, 2, 244, 261, 330, 321
19, 000000074345.jpg, 7195, 1, 2, 187, 79, 376, 148
19, 000000438987.jpg, 7196, 1, 2, 192, 210, 242, 278
19, 000000267116.jpg, 7199, 1, 0, 301, 37, 335, 72
19, 000000267116.jpg, 7199, 2, 0, 184, 85, 212, 114
19, 000000267116.jpg, 7199, 3, 0, 383, 31, 411, 59
19, 000000267116.jpg, 7199, 4, 1, 319, 195, 351, 215
19, 000000267116.jpg, 7199, 5, 2, 345, 194, 416, 349
19, 000000267116.jpg, 7199, 6, 2, 175, 106, 219, 147
19, 000000267116.jpg, 7199, 7, 2, 208, 172, 274, 301
19, 000000267116.jpg, 7199, 8, 2, 248, 227, 362, 412
19, 000000267116.jpg, 7199, 9, 2, 340, 85, 371, 134
19, 000000267116.jpg, 7199, 10, 2, 70, 232, 240, 415
19, 000000102546.jpg, 7200, 1, 2, 57, 195, 218, 399
19, 000000302842.jpg, 7201, 1, 0, 309, 246, 359, 295
19, 000000302842.jpg, 7201, 2, 2, 190, 216, 280, 312
19, 000000551974.jpg, 7202, 1, 0, 198, 19, 269, 90
19, 000000221433.jpg, 7203, 1, 0, 126, 85, 150, 109
19, 000000221433.jpg, 7203, 2, 2, 360, 1, 397, 49
19, 000000221433.jpg, 7203, 3, 2, 181, 63, 221, 103
19, 000000221433.jpg, 7203, 4, 2, 326, 0, 364, 45
19, 000000221433.jpg, 7203, 5, 2, 63, 17, 98, 81
19, 000000221433.jpg, 7203, 6, 2, 250, 98, 301, 167
19, 000000221433.jpg, 7203, 7, 2, 26, 11, 65, 78
19, 000000221433.jpg, 7203, 8, 2, 117, 86, 159, 162
19, 000000041442.jpg, 7204, 1, 2, 9, 172, 19, 187
19, 000000041442.jpg, 7204, 2, 2, 349, 130, 355, 140
19, 000000041442.jpg, 7204, 3, 2, 123, 155, 130, 165
19, 000000041442.jpg, 7204, 4, 2, 117, 185, 192, 264
19, 000000459997.jpg, 7205, 1, 2, 129, 161, 135, 168
19, 000000459997.jpg, 7205, 2, 2, 137, 160, 144, 168
19, 000000459997.jpg, 7205, 3, 2, 66, 235, 79, 245
19, 000000261785.jpg, 7206, 1, 0, 164, 89, 266, 191
19, 000000261785.jpg, 7206, 2, 0, 5, 19, 76, 90
19, 000000261785.jpg, 7206, 3, 0, 240, 8, 299, 67
19, 000000261785.jpg, 7206, 4, 1, 202, 255, 303, 301
19, 000000198240.jpg, 7207, 1, 0, 175, 122, 234, 181
19, 000000198240.jpg, 7207, 2, 1, 239, 282, 266, 319
19, 000000198240.jpg, 7207, 3, 2, 158, 190, 307, 316
19, 000000198240.jpg, 7207, 4, 2, 109, 11, 190, 112
19, 000000318672.jpg, 7208, 1, 1, 176, 79, 218, 107
19, 000000251256.jpg, 7209, 1, 2, 240, 288, 250, 306
19, 000000251256.jpg, 7209, 2, 2, 233, 288, 243, 305
19, 000000040732.jpg, 7210, 1, 2, 282, 251, 320, 345
19, 000000292722.jpg, 7211, 1, 0, 166, 41, 200, 75
19, 000000292722.jpg, 7211, 2, 1, 246, 86, 278, 117
19, 000000292722.jpg, 7211, 3, 1, 200, 110, 232, 129
19, 000000292722.jpg, 7211, 4, 2, 0, 247, 106, 334
19, 000000292722.jpg, 7211, 5, 2, 129, 223, 315, 416
19, 000000510078.jpg, 7213, 1, 0, 131, 54, 155, 77
19, 000000510078.jpg, 7213, 2, 2, 95, 165, 203, 307
19, 000000579051.jpg, 7215, 1, 0, 265, 87, 314, 136
19, 000000579051.jpg, 7215, 2, 1, 265, 242, 349, 293
19, 000000579051.jpg, 7215, 3, 2, 249, 240, 414, 415
19, 000000332594.jpg, 7216, 1, 1, 174, 237, 180, 258
19, 000000332594.jpg, 7216, 2, 2, 169, 204, 309, 267
19, 000000335138.jpg, 7217, 1, 0, 201, 80, 230, 108
19, 000000335138.jpg, 7217, 2, 0, 118, 56, 146, 85
19, 000000335138.jpg, 7217, 3, 0, 275, 112, 324, 161
19, 000000335138.jpg, 7217, 4, 1, 242, 115, 257, 154
19, 000000067207.jpg, 7218, 1, 0, 216, 108, 244, 137
19, 000000067207.jpg, 7218, 2, 0, 90, 82, 140, 131
19, 000000067207.jpg, 7218, 3, 1, 129, 116, 150, 160
19, 000000067207.jpg, 7218, 4, 1, 183, 46, 202, 78
19, 000000067207.jpg, 7218, 5, 2, 201, 236, 317, 416
19, 000000067207.jpg, 7218, 6, 2, 57, 233, 216, 413
19, 000000442364.jpg, 7219, 1, 2, 147, 224, 229, 363
19, 000000065979.jpg, 7220, 1, 0, 333, 135, 357, 159
19, 000000065979.jpg, 7220, 2, 0, 368, 175, 397, 203
19, 000000065979.jpg, 7220, 3, 0, 137, 144, 157, 164
19, 000000065979.jpg, 7220, 4, 0, 66, 169, 94, 197
19, 000000065979.jpg, 7220, 5, 0, 105, 162, 129, 185
19, 000000065979.jpg, 7220, 6, 0, 24, 186, 58, 220
19, 000000065979.jpg, 7220, 7, 0, 161, 138, 181, 158
19, 000000065979.jpg, 7220, 8, 1, 85, 236, 107, 258
19, 000000065979.jpg, 7220, 9, 1, 77, 300, 84, 325
19, 000000065979.jpg, 7220, 10, 2, 309, 203, 380, 275
19, 000000065979.jpg, 7220, 11, 2, 42, 238, 111, 324
19, 000000065979.jpg, 7220, 12, 2, 85, 219, 143, 291
19, 000000065979.jpg, 7220, 13, 2, 0, 282, 103, 410
19, 000000065979.jpg, 7220, 14, 2, 117, 189, 184, 245
19, 000000065979.jpg, 7220, 15, 2, 234, 155, 276, 187
19, 000000338087.jpg, 7221, 1, 0, 149, 117, 183, 151
19, 000000338087.jpg, 7221, 2, 1, 100, 264, 118, 293
19, 000000338087.jpg, 7221, 3, 1, 235, 268, 256, 291
19, 000000338087.jpg, 7221, 4, 2, 97, 299, 209, 415
19, 000000338087.jpg, 7221, 5, 2, 202, 278, 352, 415
19, 000000114317.jpg, 7223, 1, 2, 203, 289, 313, 368
19, 000000114317.jpg, 7223, 2, 2, 33, 213, 112, 341
19, 000000114317.jpg, 7223, 3, 2, 234, 166, 257, 231
19, 000000116061.jpg, 7224, 1, 2, 333, 162, 378, 232
19, 000000116061.jpg, 7224, 2, 2, 160, 217, 236, 329
19, 000000116061.jpg, 7224, 3, 2, 5, 217, 82, 318
19, 000000116061.jpg, 7224, 4, 2, 229, 166, 282, 243
19, 000000116061.jpg, 7224, 5, 2, 139, 201, 182, 294
19, 000000116061.jpg, 7224, 6, 2, 137, 159, 161, 209
19, 000000025144.jpg, 7227, 1, 0, 251, 78, 275, 101
19, 000000025144.jpg, 7227, 2, 1, 119, 101, 157, 108
19, 000000025144.jpg, 7227, 3, 2, 383, 0, 416, 25
19, 000000171103.jpg, 7228, 1, 2, 236, 130, 267, 145
19, 000000230572.jpg, 7229, 1, 2, 108, 107, 118, 124
19, 000000230572.jpg, 7229, 2, 2, 154, 102, 180, 119
19, 000000230572.jpg, 7229, 3, 2, 100, 107, 111, 122
19, 000000270373.jpg, 7230, 1, 0, 262, 42, 303, 83
19, 000000270373.jpg, 7230, 2, 2, 197, 184, 369, 341
19, 000000359394.jpg, 7232, 1, 2, 61, 236, 83, 279
19, 000000503311.jpg, 7234, 1, 2, 239, 273, 314, 334
19, 000000039120.jpg, 7235, 1, 0, 247, 140, 276, 168
19, 000000039120.jpg, 7235, 2, 1, 387, 195, 415, 215
19, 000000039120.jpg, 7235, 3, 1, 137, 291, 162, 319
19, 000000039120.jpg, 7235, 4, 2, 127, 250, 399, 389
19, 000000114559.jpg, 7236, 1, 2, 46, 167, 75, 197
19, 000000114559.jpg, 7236, 2, 2, 398, 224, 416, 288
19, 000000114559.jpg, 7236, 3, 2, 233, 242, 256, 261
19, 000000017859.jpg, 7237, 1, 2, 289, 324, 309, 344
19, 000000049143.jpg, 7238, 1, 0, 198, 41, 269, 111
19, 000000049143.jpg, 7238, 2, 1, 215, 229, 244, 283
19, 000000049143.jpg, 7238, 3, 1, 184, 282, 217, 310
19, 000000049143.jpg, 7238, 4, 2, 105, 178, 282, 332
19, 000000128297.jpg, 7239, 1, 0, 52, 102, 174, 224
19, 000000128297.jpg, 7239, 2, 2, 0, 229, 220, 416
19, 000000296374.jpg, 7240, 1, 2, 55, 227, 123, 329
19, 000000296374.jpg, 7240, 2, 2, 243, 205, 293, 295
19, 000000296374.jpg, 7240, 3, 2, 164, 179, 208, 253
19, 000000296374.jpg, 7240, 4, 2, 126, 223, 194, 317
19, 000000296374.jpg, 7240, 5, 2, 221, 189, 256, 271
19, 000000296374.jpg, 7240, 6, 2, 315, 216, 362, 315
19, 000000296374.jpg, 7240, 7, 2, 29, 164, 82, 220
19, 000000296374.jpg, 7240, 8, 2, 278, 184, 304, 258
19, 000000296374.jpg, 7240, 9, 2, 379, 163, 394, 192
19, 000000296374.jpg, 7240, 10, 2, 15, 38, 30, 59
19, 000000416271.jpg, 7242, 1, 2, 300, 288, 351, 363
19, 000000416271.jpg, 7242, 2, 2, 218, 245, 265, 297
19, 000000416271.jpg, 7242, 3, 2, 145, 243, 186, 293
19, 000000416271.jpg, 7242, 4, 2, 240, 143, 273, 174
19, 000000416271.jpg, 7242, 5, 2, 250, 206, 285, 250
19, 000000439712.jpg, 7243, 1, 0, 59, 151, 93, 186
19, 000000439712.jpg, 7243, 2, 2, 12, 295, 134, 415
19, 000000439550.jpg, 7244, 1, 0, 278, 187, 319, 228
19, 000000439550.jpg, 7244, 2, 1, 281, 215, 312, 254
19, 000000439550.jpg, 7244, 3, 1, 282, 303, 306, 323
19, 000000439550.jpg, 7244, 4, 2, 206, 287, 399, 402
19, 000000010175.jpg, 7245, 1, 0, 146, 45, 231, 130
19, 000000010175.jpg, 7245, 2, 1, 130, 253, 216, 313
19, 000000048169.jpg, 7246, 1, 0, 125, 62, 174, 111
19, 000000048169.jpg, 7246, 2, 2, 19, 211, 240, 396
19, 000000278029.jpg, 7247, 1, 0, 110, 109, 133, 133
19, 000000278029.jpg, 7247, 2, 0, 175, 52, 224, 101
19, 000000278029.jpg, 7247, 3, 0, 33, 51, 57, 75
19, 000000278029.jpg, 7247, 4, 0, 255, 82, 304, 131
19, 000000278029.jpg, 7247, 5, 1, 162, 334, 190, 387
19, 000000278029.jpg, 7247, 6, 2, 9, 193, 99, 328
19, 000000278029.jpg, 7247, 7, 2, 143, 131, 172, 158
19, 000000278029.jpg, 7247, 8, 2, 93, 226, 168, 353
19, 000000215608.jpg, 7248, 1, 2, 193, 310, 226, 340
19, 000000012269.jpg, 7249, 1, 0, 195, 112, 244, 161
19, 000000012269.jpg, 7249, 2, 2, 146, 237, 272, 380
19, 000000380420.jpg, 7250, 1, 0, 7, 116, 66, 175
19, 000000380420.jpg, 7250, 2, 0, 300, 169, 359, 228
19, 000000380420.jpg, 7250, 3, 2, 2, 231, 177, 364
19, 000000380420.jpg, 7250, 4, 2, 305, 278, 416, 415
19, 000000096820.jpg, 7251, 1, 2, 296, 112, 306, 120
19, 000000096820.jpg, 7251, 2, 2, 48, 171, 58, 178
19, 000000096820.jpg, 7251, 3, 2, 0, 365, 66, 415
19, 000000096820.jpg, 7251, 4, 2, 274, 111, 286, 120
19, 000000080305.jpg, 7252, 1, 0, 132, 77, 160, 105
19, 000000080305.jpg, 7252, 2, 0, 216, 129, 257, 170
19, 000000080305.jpg, 7252, 3, 0, 80, 132, 130, 181
19, 000000080305.jpg, 7252, 4, 1, 2, 327, 18, 357
19, 000000080305.jpg, 7252, 5, 2, 174, 222, 298, 332
19, 000000080305.jpg, 7252, 6, 2, 327, 196, 416, 294
19, 000000080305.jpg, 7252, 7, 2, 11, 219, 175, 345
19, 000000080305.jpg, 7252, 8, 2, 123, 174, 182, 276
19, 000000552093.jpg, 7253, 1, 2, 182, 224, 229, 253
19, 000000295362.jpg, 7254, 1, 2, 123, 202, 232, 277
19, 000000362281.jpg, 7255, 1, 0, 207, 65, 235, 94
19, 000000362281.jpg, 7255, 2, 0, 318, 66, 342, 89
19, 000000362281.jpg, 7255, 3, 0, 106, 71, 135, 99
19, 000000362281.jpg, 7255, 4, 2, 155, 195, 277, 331
19, 000000362281.jpg, 7255, 5, 2, 276, 185, 380, 320
19, 000000362281.jpg, 7255, 6, 2, 42, 199, 169, 338
19, 000000362281.jpg, 7255, 7, 2, 279, 129, 382, 210
19, 000000393735.jpg, 7256, 1, 2, 214, 140, 368, 232
19, 000000543263.jpg, 7257, 1, 0, 194, 150, 217, 173
19, 000000543263.jpg, 7257, 2, 2, 367, 138, 415, 210
19, 000000543263.jpg, 7257, 3, 2, 170, 275, 255, 416
19, 000000543263.jpg, 7257, 4, 2, 128, 123, 140, 147
19, 000000543263.jpg, 7257, 5, 2, 160, 120, 173, 146
19, 000000543263.jpg, 7257, 6, 2, 145, 90, 152, 100
19, 000000543263.jpg, 7257, 7, 2, 345, 94, 354, 105
19, 000000205367.jpg, 7258, 1, 2, 323, 251, 401, 392
19, 000000205367.jpg, 7258, 2, 2, 107, 252, 194, 392
19, 000000205367.jpg, 7258, 3, 2, 274, 227, 346, 296
19, 000000205367.jpg, 7258, 4, 2, 72, 227, 144, 297
19, 000000205367.jpg, 7258, 5, 2, 97, 94, 115, 132
19, 000000205367.jpg, 7258, 6, 2, 266, 93, 284, 130
19, 000000205367.jpg, 7258, 7, 2, 68, 93, 86, 130
19, 000000205367.jpg, 7258, 8, 2, 82, 101, 101, 133
19, 000000205367.jpg, 7258, 9, 2, 251, 97, 270, 133
19, 000000205367.jpg, 7258, 10, 2, 330, 114, 362, 142
19, 000000205367.jpg, 7258, 11, 2, 280, 99, 300, 132
19, 000000572182.jpg, 7259, 1, 0, 138, 263, 162, 286
19, 000000572182.jpg, 7259, 2, 0, 149, 42, 178, 71
19, 000000572182.jpg, 7259, 3, 0, 39, 214, 59, 234
19, 000000572182.jpg, 7259, 4, 2, 8, 262, 90, 326
19, 000000572182.jpg, 7259, 5, 2, 197, 231, 298, 371
19, 000000572182.jpg, 7259, 6, 2, 109, 304, 192, 363
19, 000000572182.jpg, 7259, 7, 2, 14, 179, 65, 242
19, 000000572182.jpg, 7259, 8, 2, 82, 216, 193, 364
19, 000000572182.jpg, 7259, 9, 2, 83, 258, 111, 302
19, 000000572182.jpg, 7259, 10, 2, 78, 172, 113, 234
19, 000000572182.jpg, 7259, 11, 2, 165, 217, 213, 354
19, 000000454129.jpg, 7260, 1, 0, 306, 147, 330, 171
19, 000000454129.jpg, 7260, 2, 2, 48, 162, 66, 195
19, 000000454129.jpg, 7260, 3, 2, 338, 298, 346, 309
19, 000000454129.jpg, 7260, 4, 2, 280, 119, 287, 129
19, 000000116832.jpg, 7261, 1, 0, 291, 160, 311, 180
19, 000000116832.jpg, 7261, 2, 0, 148, 169, 172, 193
19, 000000116832.jpg, 7261, 3, 2, 223, 251, 383, 355
19, 000000116832.jpg, 7261, 4, 2, 89, 256, 218, 355
19, 000000496457.jpg, 7262, 1, 0, 52, 65, 86, 99
19, 000000496457.jpg, 7262, 2, 0, 175, 128, 195, 148
19, 000000496457.jpg, 7262, 3, 0, 342, 149, 371, 177
19, 000000496457.jpg, 7262, 4, 2, 147, 202, 217, 288
19, 000000220502.jpg, 7263, 1, 0, 55, 210, 75, 230
19, 000000220502.jpg, 7263, 2, 2, 161, 316, 239, 415
19, 000000220502.jpg, 7263, 3, 2, 276, 336, 355, 415
19, 000000220502.jpg, 7263, 4, 2, 48, 286, 145, 362
19, 000000220502.jpg, 7263, 5, 2, 0, 359, 71, 416
19, 000000220502.jpg, 7263, 6, 2, 202, 225, 229, 247
19, 000000281652.jpg, 7264, 1, 2, 0, 135, 6, 149
19, 000000544483.jpg, 7265, 1, 0, 294, 49, 318, 73
19, 000000544483.jpg, 7265, 2, 2, 249, 205, 307, 351
19, 000000544483.jpg, 7265, 3, 2, 289, 204, 350, 365
19, 000000066637.jpg, 7266, 1, 0, 213, 168, 233, 188
19, 000000066637.jpg, 7266, 2, 0, 104, 124, 138, 158
19, 000000066637.jpg, 7266, 3, 0, 176, 148, 210, 182
19, 000000066637.jpg, 7266, 4, 1, 134, 346, 155, 387
19, 000000066637.jpg, 7266, 5, 1, 163, 334, 176, 374
19, 000000066637.jpg, 7266, 6, 2, 368, 262, 416, 391
19, 000000066637.jpg, 7266, 7, 2, 326, 257, 383, 378
19, 000000066637.jpg, 7266, 8, 2, 69, 275, 169, 415
19, 000000066637.jpg, 7266, 9, 2, 240, 191, 290, 249
19, 000000066637.jpg, 7266, 10, 2, 161, 260, 229, 377
19, 000000066637.jpg, 7266, 11, 2, 276, 188, 303, 233
19, 000000311706.jpg, 7267, 1, 1, 360, 165, 397, 194
19, 000000311706.jpg, 7267, 2, 2, 153, 263, 225, 391
19, 000000311706.jpg, 7267, 3, 2, 210, 266, 286, 396
19, 000000116389.jpg, 7268, 1, 2, 225, 207, 281, 274
19, 000000181296.jpg, 7269, 1, 0, 128, 48, 162, 82
19, 000000181296.jpg, 7269, 2, 2, 48, 231, 226, 414
19, 000000060532.jpg, 7270, 1, 2, 130, 225, 136, 233
19, 000000060532.jpg, 7270, 2, 2, 44, 229, 57, 242
19, 000000060532.jpg, 7270, 3, 2, 138, 309, 414, 416
19, 000000007838.jpg, 7271, 1, 2, 361, 364, 384, 404
19, 000000007838.jpg, 7271, 2, 2, 293, 365, 324, 407
19, 000000007838.jpg, 7271, 3, 2, 323, 364, 352, 407
19, 000000007838.jpg, 7271, 4, 2, 344, 366, 366, 406
19, 000000007838.jpg, 7271, 5, 2, 172, 348, 181, 371
19, 000000007838.jpg, 7271, 6, 2, 404, 331, 409, 335
19, 000000409982.jpg, 7272, 1, 2, 171, 179, 201, 204
19, 000000409982.jpg, 7272, 2, 2, 25, 320, 104, 388
19, 000000409982.jpg, 7272, 3, 2, 358, 221, 415, 263
19, 000000409982.jpg, 7272, 4, 2, 76, 318, 146, 385
19, 000000236085.jpg, 7273, 1, 2, 234, 304, 415, 412
19, 000000151236.jpg, 7275, 1, 2, 303, 299, 415, 415
19, 000000151236.jpg, 7275, 2, 2, 124, 241, 245, 386
19, 000000142357.jpg, 7276, 1, 0, 184, 112, 255, 183
19, 000000142357.jpg, 7276, 2, 2, 21, 257, 333, 415
19, 000000528539.jpg, 7277, 1, 1, 134, 231, 161, 273
19, 000000528539.jpg, 7277, 2, 1, 120, 168, 149, 194
19, 000000528539.jpg, 7277, 3, 2, 1, 265, 186, 415
19, 000000225945.jpg, 7278, 1, 2, 216, 215, 336, 360
19, 000000225945.jpg, 7278, 2, 2, 103, 241, 200, 406
19, 000000408680.jpg, 7279, 1, 2, 71, 176, 204, 334
19, 000000408680.jpg, 7279, 2, 2, 248, 226, 312, 292
19, 000000235031.jpg, 7280, 1, 0, 69, 119, 245, 295
19, 000000235031.jpg, 7280, 2, 1, 300, 190, 381, 325
19, 000000042288.jpg, 7281, 1, 0, 314, 219, 337, 243
19, 000000042288.jpg, 7281, 2, 2, 219, 258, 362, 354
19, 000000042288.jpg, 7281, 3, 2, 187, 353, 223, 385
19, 000000042288.jpg, 7281, 4, 2, 323, 359, 363, 397
19, 000000042288.jpg, 7281, 5, 2, 259, 371, 289, 385
19, 000000042288.jpg, 7281, 6, 2, 388, 370, 414, 382
19, 000000004331.jpg, 7282, 1, 2, 297, 259, 356, 357
19, 000000004331.jpg, 7282, 2, 2, 51, 237, 99, 346
19, 000000426088.jpg, 7283, 1, 0, 163, 53, 286, 175
19, 000000426088.jpg, 7283, 2, 1, 197, 234, 263, 323
19, 000000426088.jpg, 7283, 3, 1, 39, 293, 100, 393
19, 000000426088.jpg, 7283, 4, 2, 77, 201, 386, 402
19, 000000401251.jpg, 7284, 1, 2, 122, 191, 203, 254
19, 000000559633.jpg, 7285, 1, 2, 281, 224, 306, 262
19, 000000226571.jpg, 7286, 1, 2, 91, 240, 136, 323
19, 000000358624.jpg, 7287, 1, 1, 17, 176, 36, 212
19, 000000193090.jpg, 7288, 1, 1, 194, 170, 225, 221
19, 000000193090.jpg, 7288, 2, 2, 90, 267, 305, 416
19, 000000287718.jpg, 7289, 1, 0, 249, 62, 283, 96
19, 000000287718.jpg, 7289, 2, 0, 191, 54, 232, 95
19, 000000287718.jpg, 7289, 3, 1, 93, 164, 109, 198
19, 000000287718.jpg, 7289, 4, 2, 125, 221, 321, 414
19, 000000211989.jpg, 7290, 1, 0, 151, 134, 210, 193
19, 000000211989.jpg, 7290, 2, 0, 237, 117, 278, 158
19, 000000211989.jpg, 7290, 3, 1, 301, 384, 326, 415
19, 000000211989.jpg, 7290, 4, 2, 211, 274, 349, 415
19, 000000211989.jpg, 7290, 5, 2, 85, 275, 228, 415
19, 000000184135.jpg, 7291, 1, 2, 207, 110, 213, 117
19, 000000184135.jpg, 7291, 2, 2, 218, 126, 224, 133
19, 000000029431.jpg, 7292, 1, 0, 158, 91, 186, 119
19, 000000029431.jpg, 7292, 2, 1, 68, 209, 94, 237
